"id","data","campionato","sq_casa","sq_ospite","risultato_finale","reti_casa","reti_ospite","divisione","serie","tot_reti","diff_reti","risultato"
"1","1974-08-17",1974,"Birmingham City","Middlesbrough","0-3",0,3,"1",1,3,-3,"A"
"2","1974-08-17",1974,"Burnley","Wolverhampton Wanderers","1-2",1,2,"1",1,3,-1,"A"
"117";"1974-10-05";1974;"Tottenham Hotspur";"Burnley";"2-3";2;3;"1";1;5;-1;"A"
"118";"1974-10-05";1974;"West Ham United";"Derby County";"2-2";2;2;"1";1;4;0;"D"
"119";"1974-10-12";1974;"Arsenal";"Queens Park Rangers";"2-2";2;2;"1";1;4;0;"D"
"120";"1974-10-12";1974;"Burnley";"Manchester City";"2-1";2;1;"1";1;3;1;"H"
"121";"1974-10-12";1974;"Chelsea";"Tottenham Hotspur";"1-0";1;0;"1";1;1;1;"H"
"122";"1974-10-12";1974;"Coventry City";"West Ham United";"1-1";1;1;"1";1;2;0;"D"
"123";"1974-10-12";1974;"Derby County";"Leicester City";"1-0";1;0;"1";1;1;1;"H"
"124";"1974-10-12";1974;"Ipswich Town";"Leeds United";"0-0";0;0;"1";1;0;0;"D"
"125";"1974-10-12";1974;"Liverpool";"Middlesbrough";"2-0";2;0;"1";1;2;2;"H"
"126";"1974-10-12";1974;"Luton Town";"Birmingham City";"1-3";1;3;"1";1;4;-2;"A"
"127";"1974-10-12";1974;"Newcastle United";"Stoke City";"2-2";2;2;"1";1;4;0;"D"
"128";"1974-10-12";1974;"Sheffield United";"Everton";"2-2";2;2;"1";1;4;0;"D"
"129";"1974-10-12";1974;"Wolverhampton Wanderers";"Carlisle United";"2-0";2;0;"1";1;2;2;"H"
"130";"1974-10-15";1974;"Birmingham City";"Leeds United";"1-0";1;0;"1";1;1;1;"H"
"131";"1974-10-15";1974;"Burnley";"Ipswich Town";"1-0";1;0;"1";1;1;1;"H"
"132";"1974-10-15";1974;"Everton";"West Ham United";"1-1";1;1;"1";1;2;0;"D"
"133";"1974-10-15";1974;"Sheffield United";"Derby County";"1-2";1;2;"1";1;3;-1;"A"
"134";"1974-10-16";1974;"Luton Town";"Middlesbrough";"0-1";0;1;"1";1;1;-1;"A"
"135";"1974-10-16";1974;"Manchester City";"Arsenal";"2-1";2;1;"1";1;3;1;"H"
"136";"1974-10-16";1974;"Newcastle United";"Wolverhampton Wanderers";"0-0";0;0;"1";1;0;0;"D"
"137";"1974-10-16";1974;"Tottenham Hotspur";"Carlisle United";"1-1";1;1;"1";1;2;0;"D"
"138";"1974-10-19";1974;"Birmingham City";"Newcastle United";"3-0";3;0;"1";1;3;3;"H"
"139";"1974-10-19";1974;"Carlisle United";"Derby County";"3-0";3;0;"1";1;3;3;"H"
"140";"1974-10-19";1974;"Everton";"Chelsea";"1-1";1;1;"1";1;2;0;"D"
"141";"1974-10-19";1974;"Leeds United";"Wolverhampton Wanderers";"2-0";2;0;"1";1;2;2;"H"
"142";"1974-10-19";1974;"Leicester City";"Sheffield United";"3-0";3;0;"1";1;3;3;"H"
"143";"1974-10-19";1974;"Manchester City";"Luton Town";"1-0";1;0;"1";1;1;1;"H"
"144";"1974-10-19";1974;"Middlesbrough";"Coventry City";"4-4";4;4;"1";1;8;0;"D"
"145";"1974-10-19";1974;"Queens Park Rangers";"Liverpool";"0-1";0;1;"1";1;1;-1;"A"
"146";"1974-10-19";1974;"Stoke City";"Burnley";"2-0";2;0;"1";1;2;2;"H"
"147";"1974-10-19";1974;"Tottenham Hotspur";"Arsenal";"2-0";2;0;"1";1;2;2;"H"
"148";"1974-10-19";1974;"West Ham United";"Ipswich Town";"1-0";1;0;"1";1;1;1;"H"
"149";"1974-10-26";1974;"Arsenal";"West Ham United";"3-0";3;0;"1";1;3;3;"H"
"150";"1974-10-26";1974;"Burnley";"Everton";"1-1";1;1;"1";1;2;0;"D"
"151";"1974-10-26";1974;"Chelsea";"Stoke City";"3-3";3;3;"1";1;6;0;"D"
"152";"1974-10-26";1974;"Coventry City";"Carlisle United";"2-1";2;1;"1";1;3;1;"H"
"153";"1974-10-26";1974;"Derby County";"Middlesbrough";"2-3";2;3;"1";1;5;-1;"A"
"154";"1974-10-26";1974;"Ipswich Town";"Manchester City";"1-1";1;1;"1";1;2;0;"D"
"155";"1974-10-26";1974;"Liverpool";"Leeds United";"1-0";1;0;"1";1;1;1;"H"
"156";"1974-10-26";1974;"Luton Town";"Tottenham Hotspur";"1-1";1;1;"1";1;2;0;"D"
"157";"1974-10-26";1974;"Newcastle United";"Leicester City";"0-1";0;1;"1";1;1;-1;"A"
"158";"1974-10-26";1974;"Sheffield United";"Birmingham City";"3-2";3;2;"1";1;5;1;"H"
"159";"1974-10-26";1974;"Wolverhampton Wanderers";"Queens Park Rangers";"1-2";1;2;"1";1;3;-1;"A"
"160";"1974-11-02";1974;"Arsenal";"Wolverhampton Wanderers";"0-0";0;0;"1";1;0;0;"D"
"161";"1974-11-02";1974;"Birmingham City";"Chelsea";"2-0";2;0;"1";1;2;2;"H"
"162";"1974-11-02";1974;"Everton";"Manchester City";"2-0";2;0;"1";1;2;2;"H"
"163";"1974-11-02";1974;"Ipswich Town";"Liverpool";"1-0";1;0;"1";1;1;1;"H"
"164";"1974-11-02";1974;"Leeds United";"Derby County";"0-1";0;1;"1";1;1;-1;"A"
"165";"1974-11-02";1974;"Leicester City";"Burnley";"1-0";1;0;"1";1;1;1;"H"
"166";"1974-11-02";1974;"Newcastle United";"Luton Town";"1-0";1;0;"1";1;1;1;"H"
"167";"1974-11-02";1974;"Queens Park Rangers";"Coventry City";"2-0";2;0;"1";1;2;2;"H"
"168";"1974-11-02";1974;"Sheffield United";"Carlisle United";"2-1";2;1;"1";1;3;1;"H"
"169";"1974-11-02";1974;"Stoke City";"Tottenham Hotspur";"2-2";2;2;"1";1;4;0;"D"
"170";"1974-11-02";1974;"West Ham United";"Middlesbrough";"3-0";3;0;"1";1;3;3;"H"
"171";"1974-11-09";1974;"Burnley";"Birmingham City";"2-2";2;2;"1";1;4;0;"D"
"172";"1974-11-09";1974;"Carlisle United";"West Ham United";"0-1";0;1;"1";1;1;-1;"A"
"173";"1974-11-09";1974;"Chelsea";"Leicester City";"0-0";0;0;"1";1;0;0;"D"
"174";"1974-11-09";1974;"Coventry City";"Leeds United";"1-3";1;3;"1";1;4;-2;"A"
"175";"1974-11-09";1974;"Derby County";"Queens Park Rangers";"5-2";5;2;"1";1;7;3;"H"
"176";"1974-11-09";1974;"Liverpool";"Arsenal";"1-3";1;3;"1";1;4;-2;"A"
"177";"1974-11-09";1974;"Luton Town";"Sheffield United";"0-1";0;1;"1";1;1;-1;"A"
"178";"1974-11-09";1974;"Manchester City";"Stoke City";"1-0";1;0;"1";1;1;1;"H"
"179";"1974-11-09";1974;"Middlesbrough";"Newcastle United";"0-0";0;0;"1";1;0;0;"D"
"180";"1974-11-09";1974;"Tottenham Hotspur";"Everton";"1-1";1;1;"1";1;2;0;"D"
"181";"1974-11-09";1974;"Wolverhampton Wanderers";"Ipswich Town";"2-1";2;1;"1";1;3;1;"H"
"182";"1974-11-13";1974;"Chelsea";"Coventry City";"3-3";3;3;"1";1;6;0;"D"
"183";"1974-11-16";1974;"Arsenal";"Derby County";"3-1";3;1;"1";1;4;2;"H"
"184";"1974-11-16";1974;"Birmingham City";"Manchester City";"4-0";4;0;"1";1;4;4;"H"
"185";"1974-11-16";1974;"Everton";"Liverpool";"0-0";0;0;"1";1;0;0;"D"
"186";"1974-11-16";1974;"Ipswich Town";"Coventry City";"4-0";4;0;"1";1;4;4;"H"
"187";"1974-11-16";1974;"Leeds United";"Middlesbrough";"2-2";2;2;"1";1;4;0;"D"
"188";"1974-11-16";1974;"Leicester City";"Tottenham Hotspur";"1-2";1;2;"1";1;3;-1;"A"
"189";"1974-11-16";1974;"Newcastle United";"Chelsea";"5-0";5;0;"1";1;5;5;"H"
"190";"1974-11-16";1974;"Queens Park Rangers";"Carlisle United";"2-1";2;1;"1";1;3;1;"H"
"191";"1974-11-16";1974;"Sheffield United";"Burnley";"2-2";2;2;"1";1;4;0;"D"
"192";"1974-11-16";1974;"Stoke City";"Luton Town";"4-2";4;2;"1";1;6;2;"H"
"193";"1974-11-16";1974;"West Ham United";"Wolverhampton Wanderers";"5-2";5;2;"1";1;7;3;"H"
"194";"1974-11-23";1974;"Burnley";"Newcastle United";"4-1";4;1;"1";1;5;3;"H"
"195";"1974-11-23";1974;"Carlisle United";"Leeds United";"1-2";1;2;"1";1;3;-1;"A"
"196";"1974-11-23";1974;"Coventry City";"Arsenal";"3-0";3;0;"1";1;3;3;"H"
"197";"1974-11-23";1974;"Derby County";"Ipswich Town";"2-0";2;0;"1";1;2;2;"H"
"198";"1974-11-23";1974;"Liverpool";"West Ham United";"1-1";1;1;"1";1;2;0;"D"
"199";"1974-11-23";1974;"Manchester City";"Leicester City";"4-1";4;1;"1";1;5;3;"H"
"200";"1974-11-23";1974;"Middlesbrough";"Queens Park Rangers";"1-3";1;3;"1";1;4;-2;"A"
"201";"1974-11-23";1974;"Tottenham Hotspur";"Birmingham City";"0-0";0;0;"1";1;0;0;"D"
"202";"1974-11-23";1974;"Wolverhampton Wanderers";"Stoke City";"2-2";2;2;"1";1;4;0;"D"
"203";"1974-11-27";1974;"Stoke City";"Queens Park Rangers";"1-0";1;0;"1";1;1;1;"H"
"204";"1974-11-30";1974;"Arsenal";"Middlesbrough";"2-0";2;0;"1";1;2;2;"H"
"205";"1974-11-30";1974;"Coventry City";"Liverpool";"1-1";1;1;"1";1;2;0;"D"
"206";"1974-11-30";1974;"Everton";"Birmingham City";"4-1";4;1;"1";1;5;3;"H"
"207";"1974-11-30";1974;"Ipswich Town";"Carlisle United";"3-1";3;1;"1";1;4;2;"H"
"208";"1974-11-30";1974;"Leeds United";"Chelsea";"2-0";2;0;"1";1;2;2;"H"
"209";"1974-11-30";1974;"Luton Town";"Burnley";"2-3";2;3;"1";1;5;-1;"A"
"210";"1974-11-30";1974;"Newcastle United";"Manchester City";"2-1";2;1;"1";1;3;1;"H"
"211";"1974-11-30";1974;"Queens Park Rangers";"West Ham United";"0-2";0;2;"1";1;2;-2;"A"
"212";"1974-11-30";1974;"Sheffield United";"Tottenham Hotspur";"0-1";0;1;"1";1;1;-1;"A"
"213";"1974-11-30";1974;"Stoke City";"Leicester City";"1-0";1;0;"1";1;1;1;"H"
"214";"1974-12-04";1974;"Leeds United";"Tottenham Hotspur";"2-1";2;1;"1";1;3;1;"H"
"215";"1974-12-07";1974;"Birmingham City";"Stoke City";"0-3";0;3;"1";1;3;-3;"A"
"216";"1974-12-07";1974;"Burnley";"Queens Park Rangers";"3-0";3;0;"1";1;3;3;"H"
"217";"1974-12-07";1974;"Carlisle United";"Arsenal";"2-1";2;1;"1";1;3;1;"H"
"218";"1974-12-07";1974;"Chelsea";"Luton Town";"2-0";2;0;"1";1;2;2;"H"
"219";"1974-12-07";1974;"Leicester City";"Everton";"0-2";0;2;"1";1;2;-2;"A"
"220";"1974-12-07";1974;"Liverpool";"Derby County";"2-2";2;2;"1";1;4;0;"D"
"221";"1974-12-07";1974;"Manchester City";"Sheffield United";"3-2";3;2;"1";1;5;1;"H"
"222";"1974-12-07";1974;"Middlesbrough";"Ipswich Town";"3-0";3;0;"1";1;3;3;"H"
"223";"1974-12-07";1974;"Tottenham Hotspur";"Newcastle United";"3-0";3;0;"1";1;3;3;"H"
"224";"1974-12-07";1974;"West Ham United";"Leeds United";"2-1";2;1;"1";1;3;1;"H"
"225";"1974-12-07";1974;"Wolverhampton Wanderers";"Coventry City";"2-0";2;0;"1";1;2;2;"H"
